-63,-92,-72,-72,1,16
-63,-90,-72,-72,1,16
-64,-90,-72,-74,1,16
-65,-90,-72,-74,1,16
-66,-89,-72,-74,1,16
-66,-89,-74,-74,1,16
-67,-89,-74,-74,1,16
-68,-89,-74,-74,1,16
-68,-89,-74,-76,1,16
-68,-87,-74,-76,1,16
-68,-87,-75,-76,1,16
-68,-86,-75,-77,1,16
-68,-86,-75,-78,1,16
-68,-84,-75,-78,1,16
-68,-84,-76,-78,1,16
-68,-84,-76,-80,1,16
-69,-84,-76,-80,1,16
-68,-82,-76,-80,1,16
-68,-82,-77,-80,1,16
-69,-82,-77,-82,1,16
-70,-81,-77,-82,1,16
-70,-81,-78,-82,1,16
-70,-81,-78,-83,1,16
-71,-81,-78,-83,1,16
-72,-81,-78,-83,1,16
-73,-81,-78,-83,1,16
-73,-80,-78,-83,1,16
-74,-80,-78,-83,1,16
-75,-80,-78,-83,1,16
-76,-80,-78,-83,1,16
-76,-80,-79,-83,1,16
-77,-80,-79,-83,1,16
-78,-80,-79,-83,1,16
-79,-80,-79,-83,1,16
-79,-80,-79,-84,1,16
-77,-79,-79,-84,1,16
-76,-79,-80,-84,1,16
-76,-79,-80,-85,1,16
-75,-79,-80,-85,1,16
-74,-79,-80,-85,1,16
-72,-79,-81,-85,1,16
-71,-79,-81,-85,1,16
-71,-78,-81,-85,1,16
-70,-78,-81,-85,1,16
-70,-78,-81,-86,1,16
-71,-78,-81,-86,1,16
-71,-77,-81,-86,1,16
-71,-77,-82,-86,1,16
-72,-76,-82,-86,1,16
-72,-76,-83,-86,1,16
-71,-76,-83,-86,1,16
-70,-76,-83,-86,1,16
-69,-76,-83,-86,1,16
-68,-76,-83,-86,1,16
-68,-76,-84,-86,1,16
-67,-76,-84,-86,1,16
-66,-76,-84,-87,1,16
-67,-76,-84,-87,1,16
-68,-75,-84,-87,1,16
-69,-75,-84,-87,1,16
-70,-75,-84,-87,1,16
-71,-75,-84,-87,1,16
-70,-75,-84,-88,1,16
-69,-75,-84,-88,1,16
-71,-75,-84,-88,1,16
-72,-75,-84,-88,1,16
-72,-74,-84,-88,1,16
-73,-74,-84,-88,1,16
-74,-74,-84,-88,1,16
-75,-74,-84,-88,1,16
-75,-74,-84,-89,1,16
-76,-74,-84,-89,1,16
-75,-73,-84,-89,1,16
-74,-73,-84,-89,1,16
-74,-73,-85,-89,1,16
-73,-73,-85,-89,1,16
-75,-73,-85,-89,1,16
-76,-73,-85,-89,1,16
-77,-73,-85,-89,1,16
-78,-73,-86,-89,1,16
-79,-73,-86,-90,1,16
-80,-73,-86,-90,1,16
-81,-73,-86,-90,1,16
-79,-72,-86,-90,1,16
-78,-72,-86,-90,1,16
-77,-72,-86,-90,1,16
-76,-72,-86,-90,1,16
-76,-72,-86,-91,1,16
-77,-72,-86,-91,1,16
-77,-72,-86,-92,1,16
-77,-71,-86,-92,1,16
-76,-71,-86,-92,1,16
-75,-71,-86,-92,1,16
-74,-71,-86,-92,1,16
-73,-71,-86,-92,1,16
-73,-71,-87,-92,1,16
-72,-71,-87,-92,1,16
-71,-71,-87,-92,1,16
-71,-70,-87,-92,1,16
-70,-70,-87,-92,1,16
-69,-70,-87,-92,1,16
-68,-70,-87,-92,1,16
-67,-70,-87,-92,1,16
-66,-70,-87,-92,1,16
-68,-70,-87,-93,1,16
-69,-70,-87,-93,1,16
-70,-69,-87,-93,1,16
-70,-69,-87,-92,1,16
-69,-69,-87,-92,1,16
-68,-69,-87,-92,1,16
-68,-69,-87,-92,1,15
-67,-69,-87,-92,1,15
-67,-70,-87,-92,1,15
-67,-70,-86,-92,1,15
-66,-70,-86,-92,1,15
-67,-69,-86,-92,1,15
-68,-69,-86,-92,1,15
-69,-69,-86,-92,1,15
-69,-69,-85,-92,1,15
-70,-69,-85,-92,1,15
-71,-69,-86,-92,1,15
-72,-69,-86,-92,1,15
-70,-69,-86,-92,1,15
-72,-70,-86,-92,1,15
-73,-70,-86,-92,1,15
-74,-70,-86,-92,1,15
-71,-70,-86,-92,1,15
-70,-70,-86,-92,1,15
-69,-70,-86,-92,1,15
-68,-70,-86,-92,1,15
-68,-70,-85,-92,1,15
-68,-70,-85,-91,1,15
-70,-70,-85,-91,1,15
-72,-69,-85,-91,1,15
-74,-69,-85,-91,1,15
-75,-69,-85,-91,1,15
-77,-69,-85,-91,1,15
-78,-69,-85,-91,1,15
-80,-69,-85,-91,1,15
-81,-69,-85,-91,1,15
-79,-69,-85,-91,1,15
-76,-69,-84,-91,1,15
-74,-69,-84,-91,1,15
-73,-69,-84,-91,1,15
-72,-69,-84,-91,1,15
-71,-69,-84,-91,1,15
-70,-69,-84,-91,1,15
-71,-70,-84,-91,1,15
-70,-70,-84,-91,1,15
-69,-70,-84,-91,1,15
-68,-70,-84,-91,1,15
-67,-70,-84,-91,1,15
-67,-71,-84,-91,1,15
-66,-71,-84,-91,1,15
-66,-71,-84,-92,1,15
-68,-71,-84,-92,1,15
-70,-71,-84,-92,1,15
-72,-71,-84,-92,1,15
-74,-71,-84,-92,1,15
-77,-71,-84,-92,1,15
-78,-71,-84,-92,1,15
-79,-71,-84,-92,1,15
-80,-71,-84,-92,1,15
-81,-71,-84,-92,1,15
-82,-71,-84,-92,1,15
-83,-71,-84,-92,1,15
-82,-71,-83,-92,1,15
-81,-71,-83,-92,1,15
-80,-71,-83,-92,1,15
-79,-71,-83,-92,1,15
-77,-71,-83,-92,1,15
-76,-71,-83,-92,1,15
-75,-71,-83,-92,1,15
-73,-71,-83,-92,1,15
-72,-71,-83,-92,1,15
-71,-71,-83,-92,1,15
-70,-71,-83,-92,1,15
-69,-71,-83,-92,1,15
-68,-71,-83,-92,1,15
-67,-71,-83,-92,1,15
-66,-71,-83,-92,1,15
-67,-71,-83,-91,1,15
-66,-71,-83,-91,1,15
-65,-71,-84,-91,1,15
-64,-71,-84,-91,1,15
-64,-71,-84,-92,1,15
-64,-70,-84,-92,1,15
-66,-70,-84,-91,1,15
-71,-70,-85,-91,1,15
-72,-70,-85,-91,1,15
-73,-70,-85,-91,1,15
-74,-70,-85,-91,1,15
-73,-70,-84,-91,1,15
-72,-70,-84,-91,1,15
-72,-70,-84,-92,1,15
-71,-70,-84,-92,1,15
-71,-69,-84,-92,1,15
-71,-69,-83,-92,1,15
-72,-69,-83,-92,1,15
-72,-69,-84,-92,1,15
-73,-69,-84,-92,1,15
-72,-69,-86,-91,1,14
-72,-69,-86,-92,1,14
-71,-69,-86,-92,1,14
-70,-69,-86,-92,1,14
-69,-69,-86,-92,1,14
-68,-69,-86,-92,1,14
-67,-69,-86,-92,1,14
-66,-69,-86,-92,1,14
-65,-69,-86,-92,1,14
-64,-69,-86,-92,1,14
-64,-69,-86,-91,1,14
-63,-69,-86,-91,1,14
-64,-70,-86,-91,1,14
-64,-70,-87,-91,1,14
-65,-70,-87,-91,1,14
-65,-70,-86,-91,1,14
-65,-70,-86,-90,1,14
-66,-69,-86,-90,1,14
-67,-69,-86,-90,1,14
-68,-69,-86,-90,1,14
-69,-69,-86,-90,1,14
-70,-69,-86,-90,1,14
-68,-68,-86,-90,1,14
-67,-68,-86,-90,1,14
-66,-68,-85,-90,1,14
-65,-68,-85,-90,1,14
-64,-68,-85,-90,1,14
-65,-69,-85,-90,1,14
-65,-69,-86,-90,1,14
-65,-69,-86,-91,1,14
-66,-70,-87,-91,1,14
-67,-70,-87,-91,1,14
-68,-70,-87,-91,1,14
-70,-70,-87,-91,1,14
-71,-70,-87,-91,1,14
-71,-69,-87,-91,1,14
-70,-69,-87,-91,1,14
-69,-69,-87,-91,1,14
-69,-69,-86,-91,1,14
-69,-69,-85,-90,1,14
-70,-69,-85,-90,1,14
-71,-69,-85,-92,1,14
-72,-69,-85,-92,1,14
-73,-69,-85,-92,1,14
-74,-69,-85,-92,1,14
-75,-69,-85,-92,1,14
-71,-68,-85,-92,1,14
-70,-68,-85,-92,1,14
-69,-69,-85,-92,1,14
-68,-69,-85,-92,1,14
-67,-69,-85,-92,1,14
-67,-68,-85,-92,1,14
-68,-68,-85,-92,1,14
-68,-68,-84,-92,1,14
-67,-68,-84,-92,1,14
-69,-67,-84,-92,1,14
-70,-67,-84,-92,1,14
-71,-67,-84,-92,1,14
-72,-67,-84,-92,1,14
-70,-67,-85,-92,1,14
-69,-67,-85,-92,1,14
-69,-66,-85,-92,1,14
-69,-66,-85,-91,1,14
-69,-66,-85,-91,1,13
-70,-66,-85,-91,1,13
-70,-68,-85,-91,1,13
-71,-68,-85,-91,1,13
-72,-68,-85,-91,1,13
-73,-68,-85,-91,1,13
-74,-67,-85,-91,1,13
-76,-67,-85,-91,1,13
-73,-67,-85,-91,1,13
-72,-67,-85,-91,1,13
-71,-68,-84,-91,1,13
-70,-68,-84,-91,1,13
-69,-68,-84,-91,1,13
-69,-69,-84,-91,1,13
-69,-71,-84,-91,1,13
-70,-71,-84,-91,1,13
-72,-71,-84,-91,1,13
-74,-71,-84,-91,1,13
-75,-71,-84,-91,1,13
-77,-71,-84,-91,1,13
-78,-71,-83,-91,1,13
-80,-71,-83,-91,1,13
-81,-71,-83,-91,1,13
-82,-71,-83,-91,1,13
-78,-70,-83,-91,1,13
-77,-70,-83,-91,1,13
-76,-70,-83,-91,1,13
-75,-70,-83,-91,1,13
-74,-70,-83,-91,1,13
-73,-69,-83,-91,1,13
-72,-69,-83,-91,1,13
-71,-69,-83,-92,1,13
-72,-69,-83,-92,1,13
-72,-68,-83,-92,1,13
-74,-68,-83,-92,1,13
-75,-68,-83,-92,1,13
-73,-67,-83,-92,1,13
-72,-67,-83,-92,1,13
-71,-67,-83,-92,1,13
-74,-67,-83,-92,1,13
-75,-67,-83,-92,1,13
-77,-67,-83,-92,1,13
-78,-67,-83,-92,1,13
-79,-67,-83,-92,1,13
-80,-67,-83,-92,1,13
-79,-67,-84,-92,1,13
-78,-67,-84,-92,1,13
-78,-66,-84,-92,1,13
-78,-66,-83,-92,1,13
-77,-66,-83,-92,1,13
-76,-66,-83,-92,1,13
-77,-67,-82,-92,1,13
-78,-67,-82,-92,1,13
-76,-67,-82,-91,1,13
-77,-67,-82,-91,1,13
-77,-66,-82,-91,1,13
-77,-66,-83,-91,1,13
-77,-66,-82,-92,1,13
-76,-66,-82,-92,1,13
-78,-66,-82,-92,1,13
-75,-65,-82,-92,1,13
-74,-65,-82,-92,1,13
-73,-65,-82,-92,1,13
-72,-65,-82,-92,1,13
-71,-65,-82,-92,1,13
